,Author,Title paper,Journal,Year,Keywords,Co-authors,labels
6301,AU=UZUNOĞLU MEHMET,[Design and Application of a Power Unit to Use Plug-In Electric Vehicles as an Uninterruptible Power Supply],[ENERGIES],[2016],"[vehicle-to-home, plug-in electric vehicles, uninterruptible power supply, plug-in hybrid electric vehicles, distributed generation, grid-enabled vehicles]","['Sen Gorkem', 'Boynuegri Ali Rifat', 'Uzunoglu Mehmet', 'Erdinc Ozan', 'Catalao Joao P. S.']",1.0
6302,AU=UZUNOĞLU MEHMET,[Static Modeling of Microgrids for Load Flow and Fault Analysis],[IEEE TRANSACTIONS ON POWER SYSTEMS],[2017],"[Droop control, fault analysis, inverter, load flow, microgrid, static modeling]","['Dag Bulent', 'Boynuegri Ali Rifat', 'Ates Yavuz', 'Karakas Arif', 'Nadar Abdullah', 'Uzunoglu Mehmet']",1.0
6303,AU=UZUNOĞLU MEHMET,[Adaptive Protection Scheme for a Distribution System Considering Grid-Connected and Islanded Modes of Operation],[ENERGIES],[2016],"[adaptive protection, distributed generation (DG), relay coordination, smart grid]","['Ates Yavuz', 'Boynuegri Ali Rifat', 'Uzunoglu Mehmet', 'Nadar Abdullah', 'Yumurtaci Recep', 'Erdinc Ozan', 'Paterakis Nikolaos G.', 'Catalao Joao P. S.']",1.0
6304,AU=UZUNOĞLU MEHMET,[A new deployment method for electric vehicle charging infrastructure],[TURKISH JOURNAL OF ELECTRICAL ENGINEERING AND COMPUTER SCIENCES],[2016],"[Electric vehicle, charging station, charging infrastructure planning, decision making, optimization]","['Yagcitekin Bunyamin', 'Uzunoglu Mehmet', 'Karakas Arif']",1.0
6305,AU=UZUNOĞLU MEHMET,[A double-layer smart charging strategy of electric vehicles taking routing and charge scheduling into account],[APPLIED ENERGY],[2016],"[Electric vehicle, Smart charging, Energy management, Daytime charging, Optimization, Distribution network]","['Yagcitekin Bunyamin', 'Uzunoglu Mehmet']",1.0
6306,AU=UZUNOĞLU MEHMET,[Design and Application of a Power Unit to Use Plug-In Electric Vehicles as an Uninterruptible Power Supply],[ENERGIES],[2016],"[vehicle-to-home, plug-in electric vehicles, uninterruptible power supply, plug-in hybrid electric vehicles, distributed generation, grid-enabled vehicles]","['Sen Gorkem', 'Boynuegri Ali Rifat', 'Uzunoglu Mehmet', 'Erdinc Ozan', 'Catalao Joao P. S.']",1.0
6307,AU=PAZARLIOĞLU MEHMET,[The Empirical Role of Real Crude Oil Price and Real Exchange Rate on Economic Growth: The Case of Turkey],[EGE ACADEMIC REVIEW],[2016],"[Real Crude Oil Price, Real Exchange Rate, Economic Growth, Cointegration Analysis]","['Gulay Emrah', 'Pazarlioglu Mehmet Vedat']",1.0
6308,AU=VURAL MEHMET,[An Evaluation of Subclinical Mastitis During Lactation in Anatolian Buffaloes],[TURKISH JOURNAL OF VETERINARY & ANIMAL SCIENCES],[2008],"[Aetiology, buffalo, California Mastitis Test, somatic cell count, subclinical mastitis]","['Oezenc Erhan', 'Vural Mehmet Rifat', 'Seker Esra', 'Ucar Mehmet']",1.0
6309,AU=VURAL MEHMET,[Pilot-aided packet synchronization and single-tone parameter estimation on an FPGA platform],"[2007 IEEE 15TH SIGNAL PROCESSING AND COMMUNICATIONS APPLICATIONS, VOLS 1-3]",[2007],,"['Oezel Omur', 'Vural Mehmet', 'Yilmaz Ali Oezgur']",1.0
6310,AU=VURAL MEHMET,[Effect of water-filling method on the PAPR for OFDM and MIMO systems],"[2007 IEEE 15TH SIGNAL PROCESSING AND COMMUNICATIONS APPLICATIONS, VOLS 1-3]",[2007],,"['Vural Mehmet', 'Akta Tugcan', 'Yilmaz Ali Oezguer']",1.0
6311,AU=VURAL MEHMET,[Evaluation of maternal measles antibody titers and response to the measles vaccination at the age of 9 months in preterm infants],[EUROPEAN JOURNAL OF PEDIATRICS],[2007],"[antibody, measles, measles vaccine, infant premature, vaccination]","['Ozturk Sibel', 'Kavuncuoglu Sultan', 'Ozbek Sibel', 'Vural Mehmet']",1.0
6312,AU=VURAL MEHMET,"[Intraventricular hemorrhage in preterm newborns: Risk factors and results from a University Hospital in Istanbul, 8 years after]",[PEDIATRICS INTERNATIONAL],[2007],"[developing countries, evolution, incidence, intraventricular hemorrhage, premature, risk factors]","['Vural Mehmet', 'Yilmaz Ikbale', 'Ilikkan Barbaros', 'Erginoz Ethem', 'Perk Yildiz']",1.0
6313,AU=YAKUT MEHMET,[Identification of IM resistance using artificial neural network in low speed region],"[PROCEEDINGS OF THE 2007 INTERNATIONAL CONFERENCE ON INTELLIGENT SENSORS, SENSOR NETWORKS AND INFORMATION PROCESSING]",[2007],,"['Soenmez Murat', 'Yakut Mehmet']",1.0
6314,AU=YAKUT MEHMET,"[""MIB-16"" FPGA based design and implementation of a 16-bit microprocessor for educational use]","[PROCEEDINGS OF THE WSEAS INTERNATIONAL CONFERENCE ON CIRCUITS, SYSTEMS, ELECTRONICS, CONTROL & SIGNAL PROCESSING]",[2007],"[microprocessors, FPGA, VHDL, digital systems]","['Alaer Esma', 'Tangel Ali', 'Yakut Mehmet']",1.0
6315,AU=YAKUT MEHMET,[An auto calibrator for TIQ based flash ADC designs],"[PROCEEDINGS OF THE WSEAS INTERNATIONAL CONFERENCE ON CIRCUITS, SYSTEMS, ELECTRONICS, CONTROL & SIGNAL PROCESSING]",[2007],"[TIQ, auto calibration, CMOS, flash ADC]","['Tangel Ali', 'Yakut Mehmet', 'Ayar Mehmet']",1.0
6316,AU=YAKUT MEHMET,[Determination of product surface quality],"[2006 IEEE 14TH SIGNAL PROCESSING AND COMMUNICATIONS APPLICATIONS, VOLS 1 AND 2]",[2006],,"['Cakilci Kader', 'Yakut Mehmet', 'Kandilli Ismet']",1.0
6317,AU=YAKUT MEHMET,[Tracking control based on neural network for robot manipulator],[ARTIFICIAL INTELLIGENCE AND NEURAL NETWORKS],[2006],,"['Sonmez Murat', 'Kandilli Ismet', 'Yakut Mehmet']",1.0
6318,AU=YAMAN MEHMET,[Solid-Phase Extraction and Preconcentration of Copper in Mineral Waters with 4-(2-Pyridyl-Azo) Resorcinol-Loaded Amberlite XAD-7 and Flame Atomic Absorption Spectrometry],[WATER ENVIRONMENT RESEARCH],[2008],"[copper, natural water, XAD-7, atomic absorption, preconcentration]","['Ince Muharrem', 'Kaplan Olcay', 'Yaman Mehmet']",1.0
6319,AU=YAMAN MEHMET,[Determination of Uranium and Thorium in Soil and Plant Parts around Abandoned Lead-Zinc-Copper Mining Area],[COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS],[2008],"[Biomonitor, hyperaccumulator, plant and soil contamination, thorium, uptake of toxic metals, uranium]","['Sasmaz Ahmet', 'Yaman Mehmet']",1.0
6320,AU=YAMAN MEHMET,[The influence of dexmedetomidine on ischemic rat hippocampus],[BRAIN RESEARCH],[2008],"[cerebral, dexmedetomidine, injury, ischemia-reperfusion, hippocampus]","['Eser Olcay', 'Fidan Huseyin', 'Sahin Onder', 'Cosar Murat', 'Yaman Mehmet', 'Mollaoglu Hakan', 'Songur Ahmet', 'Buyukbas Sadik']",1.0
6321,AU=YAMAN MEHMET,[Assessment of toxic trace metals emitted from industrial sources in East of Turkey],[ASIAN JOURNAL OF CHEMISTRY],[2008],"[toxic trace elements, soils, bottom and fly ash, power plants, industrial pollution]","['Avci Halim', 'Akdeniz Ismail', 'Yaman Mehmet']",1.0
6322,AU=YAMAN MEHMET,"[Effect cadmium on germination, seedling growth and metal contents of sunflower (Helianthus annus L.)]",[ASIAN JOURNAL OF CHEMISTRY],[2008],"[cadmium, sunflower, metal, irrigation water, plant seedling]","['Aycicek Mehmet', 'Kaplan Olcay', 'Yaman Mehmet']",1.0
6323,AU=ŞEKER MEHMET,[Prognostic factors of patients who received chemotherapy after cranial irradiation for non-small cell lung cancer with brain metastases: A retrospective analysis of multicenter study (Anatolian Society of Medical Oncology)],[JOURNAL OF CANCER RESEARCH AND THERAPEUTICS],[2018],"[Brain metastases, non-small cell lung cancer, prognostic factors]","['Inal Ali', 'Kodaz Hilmi', 'Odabas Hatice', 'Duran Ayse Ocak', 'Seker Mehmet Metin', 'Inanc Mevlide', 'Elkiran Emin Tamer', 'Gunaydin Yusuf', 'Menekse Serkan', 'Topcu Turkan Ozturk', 'Urakci Zuhat', 'Tastekin Didem', 'Bilici Mehmet', 'Cihan Sener', 'Geredeli Caglayan', 'Sezer Emel', 'Uncu Dogan', 'Arpaci Erkan', 'Ozturk Banu', 'Bal Oznur', 'Uysal Mukremin', 'Tanriverdi Ozgur', 'Gumus Mahmut', 'Ustaalioglu Bala Basak Oven', 'Suner Ali', 'Cokmert Suna', 'Hacibekiroglu Ilhan', 'Aydin Kubra', 'Isikdogan Abdurrahman']",1.0
6324,AU=ŞEKER MEHMET,[Diffusion-weighted imaging in ectopic pregnancy: ring of restriction sign],[BRITISH JOURNAL OF RADIOLOGY],[2018],,"['Durur-Karakaya Afak', 'Seker Mehmet', 'Durur-Subasi Irmak']",1.0
6325,AU=ŞEKER MEHMET,[Efficacy and safety of cetuximab plus FOLFOX in second-line and third-line therapy in metastatic colorectal cancer],[JOURNAL OF BUON],[2017],"[cetuximab, chemotherapy, colorectal cancer, second line, third line]","['Ozaslan Ersin', 'Topaloglu Ulas Serkan', 'Inanc Mevlude', 'Erdem Umut Gokmen', 'Demir Hacer', 'Arpaci Erkan', 'Seker Mehmet Metin', 'Karaaga Mustafa', 'Kiziltepe Melih', 'Eker Baki', 'Ozkan Metin']",1.0
6326,AU=ŞEKER MEHMET,[Outcomes of surveillance VS. adjuvant chemotherapy for patients with STAGE IA and IB NON-seminomatous testicular germ-cell tumors.],[JOURNAL OF CLINICAL ONCOLOGY],[2016],,"['Bilici Ahmet', 'Gumus Mahmut', 'Odabas Hatice', 'Kandemir Nurten', 'Demirci Umut', 'Cihan Sener', 'Bayoglu Ibrahim Vedat', 'Ustaalioglu Bala Basak Oven', 'Ozturk Turkan', 'Turkmen Esma', 'Urakci Zuhat', 'Seker Mehmet Metin', 'Gunaydin Yusuf', 'Selcukbiricik Fatih', 'Turan Nedim', 'Sevinc Alper']",1.0
6327,AU=ŞEKER MEHMET,[Outcomes of surveillance versus adjuvant chemotherapy for patients with stage IA and IB nonseminomatous testicular germ cell tumors],[WORLD JOURNAL OF UROLOGY],[2017],"[Stage I, Nonseminomatous germ cell tumor, Testicular cancer, Chemotherapy, Surveillance]","['Gumus Mahmut', 'Bilici Ahmet', 'Odabas Hatice', 'Ustaalioglu Bala Basak Oven', 'Kandemir Nurten', 'Demirci Umut', 'Cihan Sener', 'Bayoglu Ibrahim Vedat', 'Ozturk Turkan', 'Turkmen Esma', 'Urakci Zurat', 'Seker Mehmet Metin', 'Gunaydin Yusuf', 'Selcukbiricik Fatih', 'Turan Nedim', 'Sevinc Alper']",1.0
6328,AU=YAZICI MEHMET,[The acute effect of tropisetron on ECG parameters in cancer patients],[SUPPORTIVE CARE IN CANCER],[2008],"[tropisetron, cardiotoxicity, 5-HT(3) receptor antagonist, ECG]","['Yavas Ozlem', 'Yazici Mehmet', 'Eren Onder', 'Boruban Cem', 'Artac Mehmet', 'Genc Mine']",1.0
6329,AU=YAZICI MEHMET,[Is enoxaparin injection from the abdominal wall safe in elderly people? A fatal case of rectus sheath hematoma],[CANADIAN FAMILY PHYSICIAN],[2008],,"['Kayrak Mehmet', 'Bacaksiz Ahmet', 'Yazici Mehmet']",1.0
6330,AU=YAZICI MEHMET,[Is there any relationship between metabolic parameters and left ventricular functions in type 2 diabetic patients without evident heart disease?],[ECHOCARDIOGRAPHY-A JOURNAL OF CARDIOVASCULAR ULTRASOUND AND ALLIED TECHNIQUES],[2008],"[Doppler tissue imaging, diabetes mellitus, left ventricular function]","['Yazici Mehmet', 'Ozdemir Kurtulus', 'Gonen Mustafa Sait', 'Kayrak Mehmet', 'Ulgen Mehmet Siddik', 'Duzenli Mehmet Akif', 'Yazici Raziye', 'Soylu Ahmet', 'Gok Hasan']",1.0
6331,AU=YAZICI MEHMET,"[Predictive value of prehypertension for metabolic syndrome, diabetes, and coronary heart disease among Turks]",[AMERICAN JOURNAL OF HYPERTENSION],[2008],,"['Onat Altan', 'Yazici Mehmet', 'Can Guenay', 'Kaya Zekeriya', 'Bulur Serkan', 'Hergenc Gulay']",1.0
6332,AU=YAZICI MEHMET,[Complete atrioventricular block associated with rivastigmine therapy],[AMERICAN JOURNAL OF HEALTH-SYSTEM PHARMACY],[2008],"[Alzheimer disease, amlodipine, atrioventricular block, drugs, adverse reactions, geriatrics, nateglinide, pacemakers, parasympathomimetic agents, rivastigmine]","['Kayrak Mehmet', 'Yazici Mehmet', 'Ayhan Selim S.', 'Koc Fatih', 'Ulgen Mehmet S.']",1.0
6333,AU=YAZICI MEHMET,[The acute effect of tropisetron on ECG parameters in cancer patients],[SUPPORTIVE CARE IN CANCER],[2008],"[tropisetron, cardiotoxicity, 5-HT(3) receptor antagonist, ECG]","['Yavas Ozlem', 'Yazici Mehmet', 'Eren Onder', 'Boruban Cem', 'Artac Mehmet', 'Genc Mine']",1.0
6334,AU=YAZICI MEHMET,[Is enoxaparin injection from the abdominal wall safe in elderly people? A fatal case of rectus sheath hematoma],[CANADIAN FAMILY PHYSICIAN],[2008],,"['Kayrak Mehmet', 'Bacaksiz Ahmet', 'Yazici Mehmet']",1.0
6335,AU=YAZICI MEHMET,[Is there any relationship between metabolic parameters and left ventricular functions in type 2 diabetic patients without evident heart disease?],[ECHOCARDIOGRAPHY-A JOURNAL OF CARDIOVASCULAR ULTRASOUND AND ALLIED TECHNIQUES],[2008],"[Doppler tissue imaging, diabetes mellitus, left ventricular function]","['Yazici Mehmet', 'Ozdemir Kurtulus', 'Gonen Mustafa Sait', 'Kayrak Mehmet', 'Ulgen Mehmet Siddik', 'Duzenli Mehmet Akif', 'Yazici Raziye', 'Soylu Ahmet', 'Gok Hasan']",1.0
6336,AU=YAZICI MEHMET,"[Predictive value of prehypertension for metabolic syndrome, diabetes, and coronary heart disease among Turks]",[AMERICAN JOURNAL OF HYPERTENSION],[2008],,"['Onat Altan', 'Yazici Mehmet', 'Can Guenay', 'Kaya Zekeriya', 'Bulur Serkan', 'Hergenc Gulay']",1.0
6337,AU=YAZICI MEHMET,[Complete atrioventricular block associated with rivastigmine therapy],[AMERICAN JOURNAL OF HEALTH-SYSTEM PHARMACY],[2008],"[Alzheimer disease, amlodipine, atrioventricular block, drugs, adverse reactions, geriatrics, nateglinide, pacemakers, parasympathomimetic agents, rivastigmine]","['Kayrak Mehmet', 'Yazici Mehmet', 'Ayhan Selim S.', 'Koc Fatih', 'Ulgen Mehmet S.']",1.0
6338,AU=YENİTERZİ MEHMET,[Comparison of different dose regimens of enoxaparin in deep vein thrombosis therapy in pregnancy],[ADVANCES IN THERAPY],[2008],"[haematological, low-molecular-weight heparin, pregnancy, pregnancy complications, venous thrombosis]","['Narin Cueneyt', 'Reyhanoglu Hasan', 'Tuelek Baykal', 'Onoglu Rasit', 'Ege Erdal', 'Sariguel Ali', 'Yeniterzi Mehmet', 'Durmaz Isa']",1.0
6339,AU=YENİTERZİ MEHMET,[Surgical treatment of postinfarction pseudoaneurysms of the left ventricle],[JOURNAL OF CARDIAC SURGERY],[2008],,"['Narin Cueneyt', 'Ege Erdal', 'Ozkara Ahmet', 'Tanyeli Omer', 'Sarkilar Gamze', 'Soylu Ahmet', 'Sarigul Ali', 'Yeniterzi Mehmet']",1.0
6340,AU=YENİTERZİ MEHMET,[Cystatin C and NGAL as Biomarkers for Early Detection of Acute Kidney Injury in Geriatrics],[INTERNATIONAL SURGERY],[2016],"[Acute renal injury, Elderly patients, Renal biomarker, Coronary bypass]","['Oz Kursad', 'Gode Safa', 'Basgoze Serdar', 'Koser Murat', 'Oz Atilla', 'Goksel Onur Selcuk', 'Yeniterzi Mehmet', 'Bakir Ihsan']",1.0
6341,AU=YENİTERZİ MEHMET,[The use of neonatal extracorporeal life support in pediatric cardiac intensive care unit],[JOURNAL OF MATERNAL-FETAL & NEONATAL MEDICINE],[2017],"[Extracorporeal life support, newborn, intensive care]","['Ozturk Erkut', 'Yildiz Okan', 'Cine Nihat', 'Tuzun Behzat', 'Onan Selen', 'Ergul Yakup', 'Guzeltas Alper', 'Haydin Sertac', 'Yeniterzi Mehmet', 'Bakir Ihsan']",1.0
6342,AU=YENİTERZİ MEHMET,[Effect of vitamin D deficiency on the development of postoperative atrial fibrillation in coronary artery bypass patients],[JOURNAL OF CARDIOVASCULAR AND THORACIC RESEARCH],[2016],"[Vitamin D, Atrial Fibrillation, Coronary Artery Bypass Graft]","['Gode Safa', 'Aksu Timucin', 'Demirel Aylin', 'Sunbul Murat', 'Gul Mehmet', 'Bakir Ihsan', 'Yeniterzi Mehmet']",1.0
6343,AU=YILDIRIM MEHMET,[Screening of barley landraces by direct selection for crop improvement],[ACTA AGRICULTURAE SCANDINAVICA SECTION B-SOIL AND PLANT SCIENCE],[2009],"[Earliness, genetic diversity, Hordeum vulgare, selection, Turkish landrace]","['Akinci Cuma', 'Yildirim Mehmet']",1.0
6344,AU=YILDIRIM MEHMET,[Response of Silage Maize (Zea mays L.) to Nitrogen Fertilizer after Different Crops in a Semi Arid Environment],[TURKISH JOURNAL OF AGRICULTURE AND FORESTRY],[2008],"[Silage maize, yield, N yield, previous crops, nitrogen rate, nitrogen saving, cereal, legume]","['Gul Ismail', 'Yildirim Mehmet', 'Akinci Cuma', 'Doran Ilhan', 'Kilic Hasan']",1.0
6345,AU=YILDIRIM MEHMET,[Dissolution Kinetics of Icel-Aydincik Dolomite in Hydrochloric Acid],[SOUTH AFRICAN JOURNAL OF CHEMISTRY-SUID-AFRIKAANSE TYDSKRIF VIR CHEMIE],[2008],"[Dolomite dissolution, dolomite dissolution kinetics, dolomite leaching, dolomite leaching kinetics]",['Yildirim Mehmet'],1.0
6346,AU=YILDIRIM MEHMET,[Effect of Canopy Temperature Depression on Grain Yield and Yield Components in Bread and Durum Wheat],[NOTULAE BOTANICAE HORTI AGROBOTANICI CLUJ-NAPOCA],[2008],"[canopy temperature depression, drought stress, grain yield, heat, wheat]","['Bahar Bilge', 'Yildirim Mehmet', 'Barutcular Celaleddin', 'Genc Ibrahim']",1.0
6347,AU=YILDIRIM MEHMET,[Scheduling continuous aluminium casting lines],[INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH],[2008],"[aluminium cast scheduling, asymmetric travelling salesman problem, heuristics]","['Duman Ekrem', 'Yildirim Mehmet Bayram', 'Alkaya Ali Fuat']",1.0
6348,AU=YILMAZ MEHMET,[Prevalence of hepatitis B and C viruses in patients with lymphoproliferative disorders],[INTERNATIONAL JOURNAL OF HEMATOLOGY],[2008],"[Hepatitis B, Hepatitis C, Lymphoproliferative disorders]","['Okan Vahap', 'Yilmaz Mehmet', 'Bayram Aysen', 'Kis Cem', 'Cifci Sami', 'Buyukhatipoglu Hakan', 'Pehlivan Mustafa']",1.0
6349,AU=YILMAZ MEHMET,[Impact of beta-blockers on sleep in patients with mild hypertension: a randomized trial between nebivolol and metoprolol],[ADVANCES IN THERAPY],[2008],"[hypertension, metoprolol, nebivolol, Pittsburgh Sleep Quality Index, sleep quality]","['Yilmaz Mehmet Birhan', 'Erdem Alim', 'Yalta Kenan', 'Turgut Okan Onur', 'Yilmaz Ahmet', 'Tandogan Izzet']",1.0
6350,AU=YILMAZ MEHMET,[Modified IDARAM chemotherapy regimen for primary central nervous system lymphoma: experience of three cases],[HEMATOLOGY],[2008],"[DARAM, R-IDARAM, CNS lymphoma, Rituximab]","['Yilmaz Mehmet', 'Erkutlu Ibrahim', 'Kilciksiz Sevil', 'Pehlivan Mustafa', 'Okan Vahap', 'Alptekin Mehmet', 'Sari Ibrahim']",1.0
6351,AU=YILMAZ MEHMET,[Diagnostic value of magnetic resonance imaging and scintigraphy in patients with metastatic breast cancer of the axial skeleton: a comparative study],[MEDICAL ONCOLOGY],[2008],"[Breast cancer, MRI, Bone scan, Bone metastasis]","['Yilmaz Mehmet Halit', 'Ozguroglu Mustafa', 'Mert Devrim', 'Turna Hande', 'Demir Goekhan', 'Adaletli Ibrahim', 'Ulus Sila', 'Halac Metin', 'Kanberoglu Kaya']",1.0
6352,AU=YILMAZ MEHMET,[Role of mean platelet volume in triagging acute coronary syndromes],[JOURNAL OF THROMBOSIS AND THROMBOLYSIS],[2008],"[mean platelet volume, acute coronary syndromes, platelets]","['Yilmaz Mehmet Birhan', 'Cihan Gokhan', 'Guray Yesim', 'Guray Umit', 'Kisacik Halil L.', 'Sasmaz Hatice', 'Korkmaz Sule']",1.0
6353,AU=YILMAZ MEHMET,[Prevalence of hepatitis B and C viruses in patients with lymphoproliferative disorders],[INTERNATIONAL JOURNAL OF HEMATOLOGY],[2008],"[Hepatitis B, Hepatitis C, Lymphoproliferative disorders]","['Okan Vahap', 'Yilmaz Mehmet', 'Bayram Aysen', 'Kis Cem', 'Cifci Sami', 'Buyukhatipoglu Hakan', 'Pehlivan Mustafa']",1.0
6354,AU=YILMAZ MEHMET,[Impact of beta-blockers on sleep in patients with mild hypertension: a randomized trial between nebivolol and metoprolol],[ADVANCES IN THERAPY],[2008],"[hypertension, metoprolol, nebivolol, Pittsburgh Sleep Quality Index, sleep quality]","['Yilmaz Mehmet Birhan', 'Erdem Alim', 'Yalta Kenan', 'Turgut Okan Onur', 'Yilmaz Ahmet', 'Tandogan Izzet']",1.0
6355,AU=YILMAZ MEHMET,[Modified IDARAM chemotherapy regimen for primary central nervous system lymphoma: experience of three cases],[HEMATOLOGY],[2008],"[DARAM, R-IDARAM, CNS lymphoma, Rituximab]","['Yilmaz Mehmet', 'Erkutlu Ibrahim', 'Kilciksiz Sevil', 'Pehlivan Mustafa', 'Okan Vahap', 'Alptekin Mehmet', 'Sari Ibrahim']",1.0
6356,AU=YILMAZ MEHMET,[Diagnostic value of magnetic resonance imaging and scintigraphy in patients with metastatic breast cancer of the axial skeleton: a comparative study],[MEDICAL ONCOLOGY],[2008],"[Breast cancer, MRI, Bone scan, Bone metastasis]","['Yilmaz Mehmet Halit', 'Ozguroglu Mustafa', 'Mert Devrim', 'Turna Hande', 'Demir Goekhan', 'Adaletli Ibrahim', 'Ulus Sila', 'Halac Metin', 'Kanberoglu Kaya']",1.0
6357,AU=YILMAZ MEHMET,[Role of mean platelet volume in triagging acute coronary syndromes],[JOURNAL OF THROMBOSIS AND THROMBOLYSIS],[2008],"[mean platelet volume, acute coronary syndromes, platelets]","['Yilmaz Mehmet Birhan', 'Cihan Gokhan', 'Guray Yesim', 'Guray Umit', 'Kisacik Halil L.', 'Sasmaz Hatice', 'Korkmaz Sule']",1.0
