,Author,Title paper,Journal,Year,Keywords
13862,AU=Inan Tulay,[Degradation of fluorinated polyoxadiazole in wet acidic media],[POLYMER DEGRADATION AND STABILITY],[2017],"[Fluorinated polyoxadiazole, Oxadiazole, Polymer degradation, Hydrolysis, Cross-linking, Polymer characterization]"
13863,AU=Inan Tulay,[Chemometrics-Based Analytical Method Using FTIR Spectroscopic Data To Predict Diesel and Diesel/Diesel Blend Properties],[ENERGY & FUELS],[2016],
13864,AU=Inan Tulay,[The Silurian Qusaiba Hot Shales of Saudi Arabia: An integrated assessment of thermal maturity],[INTERNATIONAL JOURNAL OF COAL GEOLOGY],[2016],"[Silurian source rock, Thermal maturity calibration, Integrated assessment, Qusaiba shales, Graptolite, Reflectance measurements]"
13865,AU=Inan Tulay,[Effect of organic modifier type of montmorillonite on the poly (butyl acrylate-co-methyl methacrylate)/montmorillonite nanocomposite],[POLYMER BULLETIN],[2016],"[Organo montmorillonite, BA/MMA copolymer, Emulsion polymerization, Polymer clay nanocomposite]"
13866,AU=Gorgul O. Sacit,[Contribution of the xenograft bone plate-screw system in lumbar transpedicular stabilization of dogs: an in-vitro study],[JOURNAL OF VETERINARY SCIENCE],[2008],"[biomechanic, dog, transpedicular stabilization, xenograft bone plate-screw]"
13867,AU=Gorgul O. Sacit,[Comparison of different bronchial closure techniques following pneumonectomy in dogs],[JOURNAL OF VETERINARY SCIENCE],[2007],"[bronchial closure, bronchial stump, dog, pneumonectomy]"
13868,AU=Gorgul O. Sacit,[Comparison of Two Suturing Techniques in Tracheobronchial Anastomosis Following the Wedge Carinal Resection in Dogs],[KAFKAS UNIVERSITESI VETERINER FAKULTESI DERGISI],[2011],"[Dog, Suturing, Tracheobronchial anastomosis, Wedge carinal resection]"
13869,AU=Gorgul O. Sacit,[Arthroscopic Diagnosis and Comparison of Arthroscopic Lavage and Intraarticular Antibiotic Applications in the Treatment of Experimentally Induced Different Stage Septic Arthritis in Goats],[KAFKAS UNIVERSITESI VETERINER FAKULTESI DERGISI],[2010],"[Septic arthritis, Arthroscopic lavage, Antibiotic treatment, Goat]"
13870,AU=Gorgul O. Sacit,"[The cardiopulmonary effects of sevoflurane, isoflurane and halothane anesthesia during spontaneous or controlled ventilation in dogs]",[ANKARA UNIVERSITESI VETERINER FAKULTESI DERGISI],[2009],"[Controlled ventilation, dog, spontaneous ventilation, volatile anesthetics]"
13871,AU=Unal Recep,[Carcinoma ex pleomorphic adenoma of the minor salivary gland with pulmonary metastasis],[DIAGNOSTIC AND INTERVENTIONAL RADIOLOGY],[2008],"[carcinoma, adenoma, pleomorphic, mixed tumor, malignant, salivary glands, coin lesions, pulmonary]"
13872,AU=Unal Recep,"[Evaluating the Cribriform Plate Dimensions, Frontal Sinus Ostium Sizes and Frontal Sinus Volume with Computed Tomography]",[CURRENT MEDICAL IMAGING REVIEWS],[2018],"[Cribriform plate, frontal sinus, paranasal, computed tomography, frontal sinus volume, hyperpneumatized]"
13873,AU=Unal Recep,[The value of neutrophil to lymphocyte ratio and platelet to lymphocyte ratio in salivary gland tumors.],[JOURNAL OF CLINICAL ONCOLOGY],[2017],
13874,AU=Unal Recep,[The effect of caffeic acid phenethyl ester (CAPE) on tympanosclerosis],[INTERNATIONAL JOURNAL OF PEDIATRIC OTORHINOLARYNGOLOGY],[2017],"[CAPE, Tympanosclerosis, Tympanic membrane]"
13875,AU=Unal Recep,[An evaluation of olfactory function in adults with gastro-esophageal reflux disease],[ACTA OTO-LARYNGOLOGICA],[2016],"[Gastro-oesophageal reflux disease, olfactory function, Sniffin' Sticks, laryngopharyngeal reflux, odor parameters]"
13876,AU=Aljobouri Hadeel K.,[Clustering fMRI data with a robust unsupervised learning algorithm for neuroscience data mining],[JOURNAL OF NEUROSCIENCE METHODS],[2018],"[Clustering technique, Data mining, Growing neural gas (GNG), Robust growing neural gas (RGNG)]"
13877,AU=Aljobouri Hadeel K.,[Performance evaluation of prototype-based clustering algorithms combined MDL index],[COMPUTER APPLICATIONS IN ENGINEERING EDUCATION],[2017],"[clustering techniques, Graphical User Interface (GUI), Growing Neural Gas (GNG), Neural Gas (NG), Robust Growing Neural Gas (RGNG)]"
13878,AU=Costedio Meagan M.,[Serotonin signaling in diverticular disease],[JOURNAL OF GASTROINTESTINAL SURGERY],[2008],"[diverticulosis, diverticulitis, serotonin transporter (SERT), enterochromaffin cells]"
13879,AU=Costedio Meagan M.,[Opiate induced constipation is not associated with changes in serotonin signaling in the rectal mucosa as observed in IBS and colitis],[GASTROENTEROLOGY],[2008],
13880,AU=Costedio Meagan M.,[Mucosal serotonin signaling is altered in chronic constipation],[GASTROENTEROLOGY],[2007],
13881,AU=Costedio Meagan M.,[Serotonin and its role in colonic function and in gastrointestinal disorders],[DISEASES OF THE COLON & RECTUM],[2007],"[irritable bowel syndrome, constipation, enterochromaffin cells, 5-HT3 and 5-HT4 receptors]"
13882,AU=Costedio Meagan M.,[Altered intestinal serotonin signaling in opiate-induced constipation],[AMERICAN JOURNAL OF GASTROENTEROLOGY],[2006],
13883,AU=Payzin Serdar,[beta(1) and beta(2)-adrenergic receptor polymorphisms and idiopathic ventricular arrhythmias],[JOURNAL OF CARDIOVASCULAR ELECTROPHYSIOLOGY],[2008],"[ventricular tachycardia, genetics, tachycardia, arrhythmias, beta adrenergic receptors]"
13884,AU=Payzin Serdar,[Levosimendan versus dobutamine in heart failure patients treated chronically with carvedilol],[CARDIOVASCULAR THERAPEUTICS],[2008],"[carvedilol, dobutamine, levosimendan]"
13885,AU=Payzin Serdar,[Increased myocardial collagen turnover in patients with progressive cardiac conduction disease],[PACE-PACING AND CLINICAL ELECTROPHYSIOLOGY],[2008],"[electrophysiology, myocardium, matrix metalloproteinases, heart block, fibrosis, collagen]"
13886,AU=Payzin Serdar,[Repolarization characteristics and incidence of Torsades de Pointes in patients with acquired complete atrioventricular block],[ANADOLU KARDIYOLOJI DERGISI-THE ANATOLIAN JOURNAL OF CARDIOLOGY],[2007],"[Torsade de Pointes, heart block, repolarization, QT interval, JT interval]"
13887,AU=Payzin Serdar,"[The relationship between the coronary artery anatomy and the subeustachian isthmus, coronary sinus Os-middle cardiac vein and floor of coronary sinus]",[JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY],[2007],
13888,AU=Buyukuysal Mustafa Cagtay,[Relationship between the degree and direction of nasal septum deviation and nasal bone morphology],[HEAD & FACE MEDICINE],[2017],"[Nasal bone, Nasal septum, Rhinoplasty, Septoplasty]"
13889,AU=Ozdemir Ozturk,[Clinical and molecular analysis of common MEFV gene mutations in familial Mediterranean fever in Sivas population],[BIOLOGIA],[2009],"[Familial Mediterranean fever, mutation in MEFV, amyloidosis, genotype-phenotype correlations]"
13890,AU=Ozdemir Ozturk,[SRY and AZF gene variation in male infertility: a cytogenetic and molecular approach],[INTERNATIONAL UROLOGY AND NEPHROLOGY],[2007],"[SSCP analysis, AZF gene, men infertility]"
13891,AU=Ozdemir Ozturk,[Evaluation of the cell death pathway and apoptosis-stunning effect relationship after low- and high-dose I-131 administrations in rat thyroid tissue],[CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS],[2006],"[iodine-131, thyroid, rat, apoptosis, necrosis, stunning]"
13892,AU=Ozdemir Ozturk,[Evaluation of the p53 tumor suppressor gene mutation in normal rat salivary gland tissue after radioiodine application: An experimental study],[ADVANCES IN THERAPY],[2006],"[iodine-131, salivary gland, rat, p53 gene, gene mutation]"
13893,AU=Ozdemir Ozturk,[Evaluation of the Association between Lithium Treatment and GSK-3 beta Polymorphism in Bipolar Disorder Patients],[TURK PSIKIYATRI DERGISI],[2018],"[Bipolar disorders, lithium response, GSK-3 beta polymorphism]"
13894,AU=Ozcel Mehmet A.,[The distribution of the intestinal parasitic diseases in the Southeast Anatolian (GAP=SEAP) region of Turkey],[PARASITOLOGY RESEARCH],[2006],
13895,AU=Vardar Filiz,"[Inhibition of barley root growth by Actinomycin D: Effects on mitotic activity, protein content and peroxidase activity]",[FRESENIUS ENVIRONMENTAL BULLETIN],[2007],"[Actinomycin D, barley, root growth, mitotic activity, total protein content, peroxidase activity]"
13896,AU=Vardar Filiz,[Embryological analysis of Consolida regalis L. (Ranunculaceae)],[ACTA BIOLOGICA CRACOVIENSIA SERIES BOTANICA],[2006],"[Consolida regalis, Ranunculaceae, embryo sac, antipodals, endoreduplication, embryo, endosperm]"
13897,AU=Vardar Filiz,[DETERMINATION OF CYTOTOXIC EFFECTS OF PROCHLORAZ AND TRALKOXYDIM IN BARLEY (HORDEUM VULGARE L.) ROOTS],[FRESENIUS ENVIRONMENTAL BULLETIN],[2018],"[Chromosomal abnormalities, Fungicide, Herbicide, Mitotic index, Root growth]"
13898,AU=Vardar Filiz,"[Salicylic acid-induced germination, biochemical and developmental alterations in rye (Secale cereale L.)]",[ACTA BOTANICA CROATICA],[2018],"[antioxidant enzyme, lipid peroxidation, photosynthetic pigments, salicylic acid]"
13899,AU=Vardar Filiz,[Oxidative stress response to aluminum oxide (Al2O3) nanoparticles in Triticum aestivum],[BIOLOGIA],[2018],"[Triticum aestivum, Aluminum oxide nanoparticles, Enzymatic antioxidants, Non-enzymatic antioxidants, Oxidative stress, Photosynthetic pigments]"
13900,AU=Yigit Ayse Arzu,[The Influence of Pentabrominated Diphenylether 99 on Progesterone Secretion by Bovine Luteal Cells],[ACTA PHYSIOLOGICA],[2017],
13901,AU=Yigit Ayse Arzu,[An Optimization of Long Term Culture of Rat Islet Cells],[ACTA PHYSIOLOGICA],[2015],
13902,AU=Yigit Ayse Arzu,"[Malondialdehyde and nitric oxide levels and catalase, superoxide dismutase, and glutathione peroxidase levels in maternal blood during different trimesters of pregnancy and in the cord blood of newborns]",[TURKISH JOURNAL OF MEDICAL SCIENCES],[2015],"[Maternal blood, catalase, cord blood, glutathione peroxidase, malondialdehyde, nitric oxide, superoxide dismutase]"
13903,AU=Yigit Ayse Arzu,[Oxidant and antioxidant status of human breast milk during lactation period],[DAIRY SCIENCE & TECHNOLOGY],[2015],"[Antioxidant, Colostrum, Malondialdehyde, Mature milk, Transition milk]"
13904,AU=Yigit Ayse Arzu,[Effects of cholesterol and cAMP on progesterone production in cultured luteal cells isolated from pseudopregnant cat ovaries],[ANIMAL REPRODUCTION SCIENCE],[2009],"[Cell culture, Cats, Pseudopregnancy, Progesterone, 22R-HC, dbcAMP]"
13905,AU=Ince Haluk,[Deaths of the elderly exposed to violence in Turkey],[COLLEGIUM ANTROPOLOGICUM],[2008],"[types of violence, violence death, elderly, autopsy, Turkey]"
13906,AU=Ince Haluk,[Burn and vital risk criteria in industrial accidents (as forensic medicine approach)],[ULUSAL TRAVMA VE ACIL CERRAHI DERGISI-TURKISH JOURNAL OF TRAUMA & EMERGENCY SURGERY],[2008],"[burn causes, burn traumas, forensic medicine, industrial accidents]"
13907,AU=Ince Haluk,[Biological hazards in tannery workers],[INDOOR AND BUILT ENVIRONMENT],[2007],"[biological hazards, tannery workers, leather tanning]"
13908,AU=Ince Haluk,[Respiratory problems in tannery workers in Istanbul],[INDOOR AND BUILT ENVIRONMENT],[2007],"[tannery workers, tanning, leather, chromium compounds, solvent exposure]"
13909,AU=Ince Haluk,[Complications after lumbar discectomies: A medicolegal perspective from Turkey],[NEUROSURGERY QUARTERLY],[2006],"[discectomy, lawsuit, lumbar, medicolegal]"
13910,AU=Cetin Burhanettin,[COMPARATIVE ENERGY AND EXERGY ANALYSIS OF A POWER PLANT WITH SUPER-CRITICAL AND SUB-CRITICAL],[JOURNAL OF THERMAL ENGINEERING],[2018],"[Thermal Efficiency, Exergy Efficiency, Sub-Critical Power Plant, Ultra-Supercritical Power Plant]"
13911,AU=Cetin Burhanettin,[Renovating thermal power plant to trigeneration system for district heating/cooling: Evaluation of performance variation],[APPLIED THERMAL ENGINEERING],[2015],"[Thermal power plant, District heating/cooling, Cogeneration, Trigeneration]"
13912,AU=Cetin Burhanettin,[Energy Based Thermoeconomic Analysis of a Combined Cycle System with Steam Extraction (Cogeneration System)],[ADVANCES IN MECHANICAL ENGINEERING],[2014],
13913,AU=Cetin Burhanettin,[Economic Analysis for Rebuilding of an Aged Pulverized Coal-Fired Boiler with a New Boiler in an Aged Thermal Power Plant],[ADVANCES IN MECHANICAL ENGINEERING],[2013],
13914,AU=Cetin Burhanettin,[Thermodynamic analysis of an existing coal-fired power plant for district heating/cooling application],[APPLIED THERMAL ENGINEERING],[2010],"[Power plant modification, Cogeneration, Exergy, Energy, Waste heat]"
13915,AU=Hascall Vincent C.,[Hyaluronan-Mediated Leukocyte Adhesion and Dextran Sulfate Sodium-Induced Colitis Are Attenuated in the Absence of Signal Transducer and Activator of Transcription 1],[AMERICAN JOURNAL OF PATHOLOGY],[2008],
13916,AU=Hascall Vincent C.,[High levels of hyaluronan in idiopathic pulmonary arterial hypertension],[AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY],[2008],"[hyaluronidase, lung, remodeling]"
13917,AU=Hascall Vincent C.,[Differentiated murine airway epithelial cells synthesize a leukocyte-adhesive hyaluronan matrix in response to endoplasmic reticulum stress],[JOURNAL OF BIOLOGICAL CHEMISTRY],[2008],
13918,AU=Hascall Vincent C.,"[Hyaluronan, CD44, and cyclooxygenase-2 in colon cancer]",[CONNECTIVE TISSUE RESEARCH],[2008],"[hyaluronan, CD44, COX-2, receptor tyrosine kinase, colon cancer]"
13919,AU=Hascall Vincent C.,[Induction of hyaluronan cables and monocyte adherence in epidermal keratinocytes],[CONNECTIVE TISSUE RESEARCH],[2008],"[hyaluronan cables, inflammation, skin, epidermis, Keratinocytes]"
13920,AU=Peker H. Alpaslan,[Application of Differential Transform Method for El Nino Southern Oscillation (ENSO) Model with compared Adomian Decomposition and Variational Iteration Methods],[JOURNAL OF MATHEMATICS AND COMPUTER SCIENCE-JMCS],[2015],"[Nonlinear equation, Enso Model, Differential Transform Method, Adomian Decomposition Method, Variational Iteration Method]"
13921,AU=Alici Mehmet Hayri,[Analysis of geographical variations in the epidemiology and management of non-valvular atrial fibrillation: results from the RAMSES registry],[ANATOLIAN JOURNAL OF CARDIOLOGY],[2017],"[epidemiology, chronic disease, anticoagulant therapy]"
13922,AU=Alici Mehmet Hayri,[The Time in Therapeutic Range and Bleeding Complications of Warfarin in Different Geographic Regions of Turkey: A Subgroup Analysis of WARFARIN-TR Study],[BALKAN MEDICAL JOURNAL],[2017],"[Warfarin, awareness, geographical differences]"
13923,AU=Alici Mehmet Hayri,[Real-World Clinical Characteristics and Treatment Patterns of Individuals Aged 80 and Older with Nonvalvular Atrial Fibrillation: Results from the ReAl-life Multicenter Survey Evaluating Stroke Study],[JOURNAL OF THE AMERICAN GERIATRICS SOCIETY],[2017],"[atrial fibrillation, non-valvular atrial fibrillation, oral anticoagulant therapy, octogenarians]"
13924,AU=Alici Mehmet Hayri,[Guideline-adherent therapy for stroke prevention in atrial fibrillation in different health care settings: Results from RAMSES study],[EUROPEAN JOURNAL OF INTERNAL MEDICINE],[2017],"[Atrial fibrillation, Stroke prevention, Oral anticoagulant therapy, Guideline adherence]"
13925,AU=Alici Mehmet Hayri,[Suboptimal use of non-vitamin K antagonist oral anticoagulants: Results from the RAMSES study],[MEDICINE],[2016],"[anticoagulation, atrial fibrillation, off-label use, over-treatment, stroke, undertreatment]"
13926,AU=Susurluk Hilal,[Viral-enhancing activity of an optical brightener for Spodoptera littoralis (Lepidoptera : Noctuidae) nucleopolyhedrovirus],[BIOCONTROL SCIENCE AND TECHNOLOGY],[2007],"[Spodoptera littoralis, baculovirus, optical brightener]"
13927,AU=Susurluk Hilal,[Antifeedant activity of some Tanacetum species and bioassay guided isolation of the secondary metabolites of Tanacetum cadmeum ssp cadmeum (Compositae)],[INDUSTRIAL CROPS AND PRODUCTS],[2007],"[Spodoptera littoralis, tanacetum, flavonoid, coumarin, sesquiterpene lactones, antifeedant activity]"
13928,AU=Susurluk Hilal,[Concentration of sodium dodecyl sulfate used in occlusion body extraction affects Spodoptera littoralis nucleopolyhedrovirus biological activity],[TURKISH JOURNAL OF BIOLOGY],[2013],"[Sodium dodecyl sulfate, baculovirus, occlusion body, lethal dose, lethal time]"
13929,AU=Susurluk Hilal,[A comparative evaluation of the susceptibility to insecticides and detoxifying enzyme activities in Stethorus gilvifrons (Coleoptera: Coccinellidae) and Panonychus ulmi (Acarina: Tetranychidae)],[INTERNATIONAL JOURNAL OF ACAROLOGY],[2011],"[Bifenthrin, parathion-methyl, carboxylesterase, glutathione S-transferase, acetylcholineesterase]"
13930,AU=Susurluk Hilal,[Olfactory response of the ladybird beetle Stethorus gilvifrons to two preys and herbivore-induced plant volatiles],[PHYTOPARASITICA],[2009],"[Tetranychus urticae, Panonychus ulmi, HIPVs, Y-tube olfactometer]"
13931,AU=Sozmen Bulent,[Oxidative stress & antioxidants and PON1 in health and disease],[PARAOXNASES: THEIR ROLE IN DISEASE DEVELOPMENT AND XENOBIOTIC METABOLISM],[2008],"[paraoxonase, arylesterase, atherosclerosis, catalase, TBARS, superoxide dismutase, LDL oxidation]"
13932,AU=Sozmen Bulent,[Effect of PPAR-gamma agonists on macrophage activation in type2 diabetes mellitus],[JOURNAL OF CLINICAL AND ANALYTICAL MEDICINE],[2018],"[Insulin Resistance, Chitotriosidase, PPAR-Gamma, TNF]"
